id,time,latitude,longitude,wifi,addr
52,29MAR2013:18:55:46,43.70713600,-72.28884890,,Alpha Theta Coeducational Fraternity; 33; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
52,29MAR2013:19:15:46,43.70711490,-72.28886920,,Alpha Theta Coeducational Fraternity; 33; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
52,29MAR2013:19:35:46,43.70713130,-72.28889210,,Alpha Theta Coeducational Fraternity; 33; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
52,29MAR2013:19:55:46,43.70712340,-72.28889480,,Alpha Theta Coeducational Fraternity; 33; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
52,29MAR2013:20:15:46,43.70713270,-72.28889240,,Alpha Theta Coeducational Fraternity; 33; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
52,29MAR2013:20:35:46,43.70712290,-72.28889470,,Alpha Theta Coeducational Fraternity; 33; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
52,29MAR2013:20:55:46,43.70711620,-72.28883580,,Alpha Theta Coeducational Fraternity; 33; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
52,29MAR2013:21:15:47,43.70712160,-72.28889070,,Alpha Theta Coeducational Fraternity; 33; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
52,29MAR2013:21:35:46,43.70710190,-72.28889230,,Alpha Theta Coeducational Fraternity; 33; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
52,29MAR2013:21:55:46,43.70713660,-72.28881010,,Alpha Theta Coeducational Fraternity; 33; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
52,29MAR2013:22:15:46,43.70715390,-72.28884330,,Alpha Theta Coeducational Fraternity; 33; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
52,29MAR2013:22:35:46,43.70716510,-72.28886040,,Alpha Theta Coeducational Fraternity; 33; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
52,29MAR2013:22:54:42,43.70739703,-72.28894545,,Chinese Language House; 36; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
52,29MAR2013:23:15:48,43.70716360,-72.28886980,,Alpha Theta Coeducational Fraternity; 33; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
52,29MAR2013:23:35:34,43.70721492,-72.28893745,,Alpha Theta Coeducational Fraternity; 33; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
52,29MAR2013:23:55:46,43.70271990,-72.28995750,,Collis Student Center; 2; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
52,30MAR2013:00:15:45,43.70271350,-72.28989560,,Collis Student Center; 2; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
52,30MAR2013:00:35:46,43.71215420,-72.29369070,,Crossing Lane; Norwich; Windsor County; Vermont; 05055; United States of America
52,30MAR2013:00:55:45,43.70711820,-72.28893600,,Alpha Theta Coeducational Fraternity; 33; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
52,30MAR2013:01:15:46,43.71215420,-72.29369070,,Crossing Lane; Norwich; Windsor County; Vermont; 05055; United States of America
52,30MAR2013:01:35:46,43.70720810,-72.28869630,,Native American House; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
52,30MAR2013:01:55:46,43.71215420,-72.29369070,,Crossing Lane; Norwich; Windsor County; Vermont; 05055; United States of America
52,30MAR2013:02:15:46,43.70713550,-72.28888160,,Alpha Theta Coeducational Fraternity; 33; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
52,30MAR2013:02:35:34,43.70727633,-72.28884202,,Alpha Theta Coeducational Fraternity; 33; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
52,30MAR2013:02:55:46,43.70717060,-72.28884870,,Alpha Theta Coeducational Fraternity; 33; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
52,30MAR2013:03:15:46,43.70711510,-72.28891310,,Alpha Theta Coeducational Fraternity; 33; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
52,30MAR2013:03:35:46,43.70715160,-72.28885730,,Alpha Theta Coeducational Fraternity; 33; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
