id,time,latitude,longitude,wifi,addr
50,28MAR2013:13:58:29,43.70663330,-72.28704390,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
50,28MAR2013:14:18:29,43.70659850,-72.28705690,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
50,28MAR2013:14:38:29,43.70661370,-72.28701820,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
50,28MAR2013:14:58:29,43.70660140,-72.28706600,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
50,28MAR2013:15:18:29,43.70660490,-72.28705220,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
50,28MAR2013:15:38:29,43.70662120,-72.28700540,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
50,28MAR2013:15:58:29,43.70662380,-72.28699330,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
50,28MAR2013:16:18:29,43.70657260,-72.28698830,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
50,28MAR2013:16:38:29,43.70662400,-72.28701880,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
50,28MAR2013:16:58:29,43.70661410,-72.28703280,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
50,28MAR2013:17:18:29,43.70661530,-72.28705170,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
50,28MAR2013:17:38:29,43.70661560,-72.28704420,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
50,28MAR2013:17:58:29,43.70662000,-72.28705730,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
50,28MAR2013:18:18:29,43.70660840,-72.28700630,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
50,28MAR2013:18:38:29,43.70661450,-72.28705040,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
50,28MAR2013:18:58:29,43.70662270,-72.28705980,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
50,28MAR2013:19:18:29,43.70661570,-72.28700820,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
50,28MAR2013:19:38:29,43.70659570,-72.28701960,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
50,28MAR2013:19:58:29,43.70661810,-72.28700840,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
50,28MAR2013:20:18:29,43.70661640,-72.28701770,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
50,28MAR2013:20:38:29,43.70661960,-72.28706450,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
50,28MAR2013:20:58:29,43.70661000,-72.28705690,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
50,28MAR2013:21:18:29,43.70660710,-72.28702540,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
50,28MAR2013:21:38:30,43.70661580,-72.28707670,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
50,28MAR2013:21:58:29,43.70661890,-72.28708480,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
50,28MAR2013:22:18:29,43.70660000,-72.28705210,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
50,28MAR2013:22:38:29,43.70661390,-72.28701750,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
